age,citi,day1,day10,day11,day12,day13,day14,day2,day3,day4,day5,day6,day7,day8,day9,duration,maxgroupsize,name,operatedin,physicalrating,price,rating,tourid,touroperator,url
"
                    English
                ","Kathmandu,Pokhara,Annapurna,,,,,,",Day 1: Kathmandu,Day 10: Pokhara to Kathmandu by Flight ,Day 11: Home Sweet Home ,,,,Day 2: Kathmandu to Pokhara Flight and Trek to Ghandruk,Day 3: Ghandruk to Chhomrong ,Day 4:Chhomrong to Bamboo ,Day 5: Bamboo to Deurali ,Day 6: Deurali to Annapurna Base Camp ,Day 7: Annapurna Base Camp to Bamboo ,Day 8: Bamboo to Jhinu ,Day 9: Jhinu to Pokhara ,"
            11 days                        
  ","
                        40                    ","
            Annapurna Base Camp Trek - 11 Days        ","
                    112160
                ","
                        15 to 85
                    ","US
                        $899",(,,"
                    Alpine Club of Himalaya
                ",https://www.tourradar.com/185603
,",,,,,,,,","Day 1: Arrival in Kathmandu (1,300m/4,264ft)",Day 10: Drive to the Airport to head back to that cosy place we’d like to call ‘home’’. Farewell Buddies!,,,,,"Day 2: Fly to Pokhara (827m/2,700ft), trek to Ghandruk (1940m/6360 ft): 30 minutes flight, 5 - 6 hours trek",Day 3: Trek to Chhomrong (2170m/7120ft): 5 - 6 hours,"Day 4: Trek to Dovan (2600m/8528ft), hiking time: 5 Hours",Day 5: Trek to Machhapuchhre Base Camp (3700m/12135ft) 4-5 hours,"Day 6: Trek to Annapurna Base Camp (4,130m/13,545ft): 3 - 4 hours",Day 7: Return to Bamboo (2310m/7578ft): 7 - 8 hours,Day 8: Trek to Jhinu Danda (1760m/5770 ft): 5 - 6 hours,Day 9: Trek to Siwai and drive to Pokhara /board connecting flight to Kathmandu,"
            10 days                        
  ",,"
            Annapurna Base Camp Trek        ",,,"US
                        $990",(,,,https://www.tourradar.com/185603
"
                    English
                ","Pokhara,Annapurna,,,,,,,",Day 01: Drive to Nayapul and trek to Ghandruk (1940m) Duration: 6-7 hours.,,,,,,"Day 02: Trek from Ghandruk to Chomrong (2,210m) (Duration: 5-6 hours.","Day 03: Trek from Chomrong to Himalaya (2,840m) Duration: 5-6 hours.","Day 04: Trek from Himalaya to ABC (4,120m) Duration: 5-6 hours.","Day 05: Trek from ABC to Bamboo (2,310m) Duration: 5-6 hours.","Day 06: Trek from Bamboo to Jhinu Danda (Hot spring (1,750m)  Duration: 6-7 hours.",Day 07: Trek from Jhinu Danda to Pokhara (827m) Duration: 5-6 hours.,,,"
            7 days                        
  ","
                        10                    ","
             Annapurna Base Camp Trek 7 Days        ","
                    185537
                ","
                        10 to 90
                    ","US
                        $599",(,,"
                    Sherpa Expedition & Trekking Pvt. Ltd.
                ",https://www.tourradar.com/185603
"
                    English
                ",",,,,,,,,","Day 01: Arrival in Kathmandu (1,350m) & transfer to hotel.",Day 10: Final Departure from Nepal.,,,,,Day 02: Drive from Kathmandu to Syabrubensi (1450m) Duration: 7-8 hours.,Day 03: Trek from Syabru Bensi to Lama Hotel (2480m) Duration: 5-6 hours.,Day 04: Trek from Lama Hotel to Langtang Valley (354om) Duration: 5-6 hours.,Day 05: Trek from Langtang Valley to Kyanjin Gompa (3900m) Duration: 3-4 hours.,Day 06:  Hike up to Tsergo Ri (4985m) and back to Kyanjin Gompa. ,"Day 07: Trek back to Lama hotel (2,480m) Duration: 5-6 hours.","Day 08: Trek to Syabrubensi (1,460m) Duration: 5-6 hours.","Day 09: Drive back to Kathmandu (1,350m) Duration: 6-7 hours.","
            10 days                        
  ","
                        10                    ","
            Langtang Valley Trek 10 Days        ","
                    187776
                ","
                        10 to 90
                    ","US
                        $699",(,,"
                    Uma Holidays Travels And Tours Pvt. Ltd.
                ",https://www.tourradar.com/185603
"
                    English
                ","Kathmandu,Pokhara,Annapurna,,,,,,","Day 01: Arrival in Kathmandu (1,350m) & transfer to hotel.","Day 10: Drive Back to Kathmandu (1,3500 m) Duration: 6-7 hours.",Day 11: Transfer to the International Airport for your final departure.,,,,Day 02: Drive from Kathmandu to  Pokhara Duration: 6-7 hours.,"Day 03: Drive to Nayapul & trek to Ghandruk (1,950m) Duration: 5-6 hours.","Day 04: Trek to Chhomrong (2,600m) Duration: 5-6 hours.","Day 05: Trek to  Dovan (2,500m) Duration: 5-6 hours.","Day 06: Trek to Annapurna Base Camp (4,130m) Duration: 6-7 hours.","Day 07: Trek to Dovan (2,500m) Duration: 5-6 hours.","Day 08: Trek to Jhinu Danda (1,780m) Duration: 6-7 hours.","Day 09: Trek to siwai and Drive to Pokhara (1,350m) Duration: 6-7 hours.","
            11 days                        
  ","
                        10                    ","
            Annapurna Base Camp Trekking        ","
                    142618
                ","
                        10 to 90
                    ","US
                        $690",(,,"
                    Sherpa Expedition & Trekking Pvt. Ltd.
                ",https://www.tourradar.com/185603
"
                    English
                ",",,,,,,,,","Day 01: Arrive at Kathmandu (1,400m) and transfer to hotel.","Day 10: Cross Thorong La Pass (5,416m) then trek to Muktinath (3400m) Duration: 8-9 hours.","Day 11: Drive from Muktinath to Tatopani (1,300m) Duration: 5-6 hours.","Day 12: Trek from Totopani to Ghorepani (2,870m) Duration: 7-8 hours.","Day 13: Hike to Poon Hill (3,210m), trek to Nayapul (1,000m) and Drive to Pokhara (850m) Duration: 7-8 hours.","Day 14: Drive from Pokhara to Kathmandu (1,400m) Duration: 6-7 hours.","Day 02: Drive from Kathmandu to Syange (1,130m) via Besishahar (7,60m) Duration: 7-8 hours.","Day 03: Trek from Shyange to Dharapani (1,860m) Duration: 5-6 hours.",Day 04: Trek from Dharapani to Chame (2650m) Duration: 5-6 hours.,"Day 05: Trek from Chame to Pisang (3,300m) Duration: 5-6 hours.","Day 06: Trek from Pisang to Manang (3,500m) Duration:  6-7 hours.",Day 07: Exploration and Acclimatization day at Manang.,"Day 08: Trek from Manang to Yak Kharka (4,050m) Duration: 4-5 hours.","Day 09: Trek from Yak Kharka to Thorang Phedi (4,500m) Duration: 3-4 hours.","
            15 days                        
  ","
                        10                    ","
            Annapurna Circuit Trek - 15 Days        ","
                    152918
                ","
                        8 to 90
                    ","US
                        $899",(,,"
                    Sherpa Expedition & Trekking Pvt. Ltd.
                ",https://www.tourradar.com/185603
"
                    English
                ","Pokhara,Annapurna,,,,,,,",Day 1: Drive to Ghandruk (1940 m),,,,,,Day 2: Trek to Chhomrong (2100 m),Day 3: Trek to Himalaya  (2920 m),Day 4: Trek to Annapurna Base Camp (4230 m),Day 5: Trek down to Sinuwa (2340 m),Day 6: Trek to Jhinu (1500 m),"Day 7: Trek to Nayapul, Drive to Pokhara",,,"
            7 days                        
  ","
                        7                    ","
            Annapurna Base Camp Trek (Original)        ","
                    112976
                ","
                        10 to 75
                    ","US
                        $535",(,,"
                    Swotah Travel and Adventure
                ",https://www.tourradar.com/185603
"
                    English, French, Chinese
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Everest Base Camp,Kala Patthar,,,","Day 01 – Arrive in Kathmandu (1,400 m)",,,,,,Day 02 – Drive to Manthali (Ramechhap) airport; short but spectacular flight to Lukla (2800m); trek to Phakding ,"Day 03 – Trek to Namche Bazaar (3,441 m) – 5 Hours",Day 04 – Acclimatization Hike around Namche Bazaar – 3 Hours,"Day 05 – Trek to Thame (3,800 m) and Return to Namche Bazaar – 5 Hours",Day 06 – Scenic Helicopter Flight from Namche to Everest Base Camp/Kalapatthar to Lukla,Day 07 – Fly to Manthali (Ramechhap) airport and transfer to Kathmandu ,Day 08 – Guided Sightseeing in Kathmandu Valley,Day 09 – Depart from Nepal,"
            9 days                        
  ","
                        20                    ","
            Everest Base Camp Heli Trek        ","
                    159788
                ","
                        6 to 90
                    ","US
                        $2,528",(,,"
                    Peregrine Treks and Expedition Pvt Ltd
                ",https://www.tourradar.com/115569
"
                    English
                ","Kathmandu,Nagarkot,,,,,,,",Day 1: Kathmandu,,,,,,Day 2: Kathmandu,Day 3: Chisapani,Day 4: Nagarkot,Day 5: Kathmandu,Day 6: Kathmandu,,,,"
            6 days                        
  ","
                        15                    ","
            Chisapani Nagarkot Trekking        ","
                    115569
                ","
                        6 to 80
                    ","US
                        $370",(,,"
                    Himalayan Sanctuary Adventure
                ",https://www.tourradar.com/115569
"
                    English
                ","Kathmandu,Pokhara,Annapurna,,,,,,",Day 01: Arrival in Kathmandu & transfer to hotel.,Day 10: Transfer to the International Airport for your final departure.,,,,,"Day 02: Drive from Kathmandu to Pokhara (8,50m) Duration:  6-7 hours.",Day 03: Drive from Pokhara to Galeshwor and trek to Bans Kharka (1525m) Duration: 6-7 hours.,Day 04: Trek to Nangi (2300m) Duration: 5-6 hours.,Day 05: Trek to Mohare Danda (3300m) Duration: 6-7 hours.,Day 06: Trek to Danda Kharka (Deaurali (2800m) Duration: 5-6 hours.,Day 07: Trek to Ghandruk village (2010m) Duration: 6-7 hours.,Day 08: Trek to Nayapul and drive to Pokhara (850m) Duration: 5-6 hours.,"Day 09: Drive Back to Kathmandu (1,400 m) Duration: 6-7 hours.","
            10 days                        
  ","
                        10                    ","
            Mohare Danda Homestay Trek        ","
                    187783
                ","
                        7 to 90
                    ","US
                        $799",(,,"
                    Uma Holidays Travels And Tours Pvt. Ltd.
                ",https://www.tourradar.com/115569
,",,,,,,,,","Day 01: Arrival at Kathmandu, transfer to hotel","Day 10: Transfer to airport, departure back home",,,,,"Day 02: Drive to Syabru Bensi, overnight at guesthouse ","Day 03: Trek to Lama Hotel, overnight at guesthouse ","Day 04: Trek to Langtang Village, overnight at guesthouse ","Day 05: Trek to Kyanjin Gompa, overnight at guesthouse ","Day 06: A day hike to Kyanjin Ri or Tserko Ri (4600meter / 4984meter) and back to Kyanjin Gompa, overnight at guesthouse ","Day 07: Trek to Lama Hotel, overnight at guesthouse ","Day 08: Trek to Syabru Bensi, overnight at guesthouse ","Day 09: Drive to Kathmandu, overnight at hotel","
            10 days                        
  ",,"
            Langtang Trek        ",,,"US
                        $790",(,,,https://www.tourradar.com/115569
,"Kathmandu,Pokhara,Ghorepani,Annapurna,,,,,","Day 01 - Arrive in Kathmandu (1,400 m)",Day 10 - Depart from Nepal,,,,,Day 02 - Pre-Trip Meeting and Sightseeing around Kathmandu Valley,Day 03 - Drive to Pokhara (900 m) by Tourist Bus - 7 Hours,"Day 04 - Drive to Nayapul (1,010 m) - 1 Hour and Trek to Tikhedunga (1,570 m) - 3 Hours","Day 05 - Trek to Ghorepani (2,840 m) - 5 Hours","Day 06 - Hike up to Poon Hill (3,210 m) and Tadapani (2,610 m) - 6 Hours","Day 07 - Trek to Ghandruk (1,940 m) - 4 Hours","Day 08 - Trek to Nayapul (1,010 m) and Drive to Pokhara","Day 09 - Drive back to Kathmandu (1,400 m)","
            10 days                        
  ",,"
            Annapurna Himalayan Trek        ",,,"US
                        $1,299",(,,,https://www.tourradar.com/115569
"
                    English
                ",",,,,,,,,","Day 01: Arrival in Kathmandu (1,350m) & transfer to hotel.",Day 10: International departure homeward bound.,,,,,"Day 02: Drive from Kathmandu to Pokhara (8,50m) Duration:  6-7 hours.",Day 03: Drive from Pokhara to Phedi and trek to Dhampus (1600m) Duration: 3-4 hours.,Day 04: Trek from Dhampus to Forest Camp (2480m) Duration: 6-7 hours.,Day 05: Trek from Forest Camp to Mardi Himal Low Camp (3150m) Duration: 4-5 hours.,Day 06:  Low Camp to High Camp (4100m) Duration: 5-6 hours.,"Day 07: Hike to Mardi Himal base Camp (4,500m) & trek Low camp (3,150m) Duration: 7-8 hours.","Day 08: Trek to Siding Village (1,280m) & drive to Pokhara (8,50m) Duration: 6-7 hours.","Day 09: Drive back to Kathmandu (1,350m) Duration: 6-7 hours.","
            10 days                        
  ","
                        10                    ","
            Mardi Himal Trek - 10 Days        ","
                    155527
                ","
                        10 to 90
                    ","US
                        $599",(,,"
                    Sherpa Expedition & Trekking Pvt. Ltd.
                ",https://www.tourradar.com/115569
"
                    English
                ","Kathmandu,Lukla,Namche Bazar,Dingboche,Lobuche,Everest Base Camp,,,",Day 01: Arrive in Kathmandu transfer to hotel.,"Day 10: Hike Up to Kala Patthar (5,555 m) & fly back to Kathmnadu.",Day 11: Final Departure day.,,,,"Day 02: Fly to Lukla (2,804 m) & trek to Phakding (2,610 m)  Duration: 4-5 hours.","Day 03: Trek from Phakding to Namche Bazaar (3,440m) Duration: 5-6 hours.",Day 04: Exploration & Acclimatization at  Namche Bazaar.,"Day 05: Trek From Namche Bazaar to Tengboche (3,860m) Duration: 5-6 hours.","Day 06: Trek from Tengboche to Dingboche (4,350m) Duration: 4-5 hours.",Day 07: Exploration and Acclimatization day at Dingboche.,"Day 08: Trek from Dingboche to Lobuche (4,900m) Duration: 5-6 hours.","Day 09: Trek from Lobuche to Everest Base Camp (5,364m), & back to Gorak Shep (5,180m) Duration: 7-8 hours.","
            11 days                        
  ","
                        12                    ","
            Everest Base Camp Helicopter Trek        ","
                    166306
                ","
                        10 to 80
                    ","US
                        $4,800",(,,"
                    Sherpa Expedition & Trekking Pvt. Ltd.
                ",https://www.tourradar.com/115569
,"Kathmandu,Lukla,Phakding,Namche Bazar,,,,,",Day 1: Fly from Kathmandu to Lukla and Trek to Phakding (2610m) 3-4 Hours. (L/D),,,,,,Day 2: Trek from Phakding to Namche Bazaar (3446m) 6-7 Hours. (B/L/D),"Day 3: Acclimatization day visit Khumjung Village, Hotel Everest View (3880m). (B/L/D)",Day 4: Trek From Namche  Bazaar to Lukla (2800m) via Phakding 6-7 Hours. (B/L/D),Day 5: Fly from Lukla to Kathmandu. (B/D),,,,,"
            5 days                        
  ",,"
            Everest View Trek        ",,,"US
                        $1,100",(,,,https://www.tourradar.com/115569
"
                    English, French, Chinese
                ",",,,,,,,,","Day 01: Arrival in Tribhuvan International Airport, Kathmandu ",Day 10: Drive back to Kathmandu,Day 11: Farewell,,,,Day 02: Kathmandu to Pokhara drive by bus (7-8 hours),Day 03: Pokhara to Nayapul drive and trek to Hile ,Day 04: Trek to Ghorepani ,Day 05: Ghorepani to Poon Hill to Tadapani,Day 06: Trek to Sinuwa,Day 07: Trek to Himalaya,Day 08: Trek to Annapurna Base Camp ,Day 09: Helicopter flight back to Pokhara and sightseeing,"
            11 days                        
  ","
                        10                    ","
            Annapurna Base Camp Trek and Helicopter Return        ","
                    189875
                ","
                        5 to 85
                    ","US
                        $1,738",(,,"
                    Peregrine Treks and Expedition Pvt Ltd
                ",https://www.tourradar.com/115569
